TRT01A,AETERM,AEBODSYS,param,value,sub_col_label,AETERM_ORD,AEBODSYS_ORD
Placebo,HIATUS HERNIA,GASTROINTESTINAL DISORDERS,N_tot,2,AEs,27,5
Placebo,HIATUS HERNIA,GASTROINTESTINAL DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,27,5
Placebo,HIP FRACTURE,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,1,N_and_N_pct,164,16
Placebo,HIP FRACTURE,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,2,AEs,164,16
Placebo,HIP FRACTURE,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.011627906976744186,N_and_N_pct,164,16
Placebo,HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,N,1,N_and_N_pct,138,22
Placebo,HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,N_tot,1,AEs,138,22
Placebo,HYPERBILIRUBINAEMIA,HEPATOBILIARY DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,138,22
Placebo,HYPERHIDROSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,2,N_and_N_pct,78,3
Placebo,HYPERHIDROSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,2,AEs,78,3
Placebo,HYPERHIDROSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.023255813953488372,N_and_N_pct,78,3
Placebo,HYPERTENSION,VASCULAR DISORDERS,N,1,N_and_N_pct,206,18
Placebo,HYPERTENSION,VASCULAR DISORDERS,N_tot,2,AEs,206,18
Placebo,HYPERTENSION,VASCULAR DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,206,18
Placebo,HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,N,1,N_and_N_pct,194,12
Placebo,HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,N_tot,1,AEs,194,12
Placebo,HYPONATRAEMIA,METABOLISM AND NUTRITION DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,194,12
Placebo,HYPOTENSION,VASCULAR DISORDERS,N,2,N_and_N_pct,111,18
Placebo,HYPOTENSION,VASCULAR DISORDERS,N_tot,3,AEs,111,18
Placebo,HYPOTENSION,VASCULAR DISORDERS,N_pct,0.023255813953488372,N_and_N_pct,111,18
Placebo,INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,N,1,N_and_N_pct,51,12
Placebo,INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,N_tot,2,AEs,51,12
Placebo,INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,51,12
Placebo,INFLUENZA,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,120,7
Placebo,INFLUENZA,INFECTIONS AND INFESTATIONS,N_tot,2,AEs,120,7
Placebo,INFLUENZA,INFECTIONS AND INFESTATIONS,N_pct,0.011627906976744186,N_and_N_pct,120,7
Placebo,INSOMNIA,PSYCHIATRIC DISORDERS,N,2,N_and_N_pct,99,11
Placebo,INSOMNIA,PSYCHIATRIC DISORDERS,N_tot,3,AEs,99,11
Placebo,INSOMNIA,PSYCHIATRIC DISORDERS,N_pct,0.023255813953488372,N_and_N_pct,99,11
Placebo,IRRITABILITY,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,145,11
Placebo,IRRITABILITY,PSYCHIATRIC DISORDERS,N_tot,2,AEs,145,11
Placebo,IRRITABILITY,PSYCHIATRIC DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,145,11
Placebo,LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,34,7
Placebo,LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,N_tot,2,AEs,34,7
Placebo,LOCALISED INFECTION,INFECTIONS AND INFESTATIONS,N_pct,0.011627906976744186,N_and_N_pct,34,7
Placebo,MICTURITION URGENCY,RENAL AND URINARY DISORDERS,N,1,N_and_N_pct,35,9
Placebo,MICTURITION URGENCY,RENAL AND URINARY DISORDERS,N_tot,1,AEs,35,9
Placebo,MICTURITION URGENCY,RENAL AND URINARY DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,35,9
Placebo,MYOCARDIAL INFARCTION,CARDIAC DISORDERS,N,4,N_and_N_pct,112,6
Placebo,MYOCARDIAL INFARCTION,CARDIAC DISORDERS,N_tot,4,AEs,112,6
Placebo,MYOCARDIAL INFARCTION,CARDIAC DISORDERS,N_pct,0.046511627906976744,N_and_N_pct,112,6
Placebo,NASAL CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,3,N_and_N_pct,29,4
Placebo,NASAL CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,3,AEs,29,4
Placebo,NASAL CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.03488372093023256,N_and_N_pct,29,4
Placebo,NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,N,2,N_and_N_pct,53,7
Placebo,NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,N_tot,4,AEs,53,7
Placebo,NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,N_pct,0.023255813953488372,N_and_N_pct,53,7
Placebo,NAUSEA,GASTROINTESTINAL DISORDERS,N,3,N_and_N_pct,71,5
Placebo,NAUSEA,GASTROINTESTINAL DISORDERS,N_tot,3,AEs,71,5
Placebo,NAUSEA,GASTROINTESTINAL DISORDERS,N_pct,0.03488372093023256,N_and_N_pct,71,5
Placebo,NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,N,1,N_and_N_pct,182,9
Placebo,NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,N_tot,1,AEs,182,9
Placebo,NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,182,9
Placebo,OEDEMA PERIPHERAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,2,N_and_N_pct,105,2
Placebo,OEDEMA PERIPHERAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,5,AEs,105,2
Placebo,OEDEMA PERIPHERAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.023255813953488372,N_and_N_pct,105,2
Placebo,ORTHOSTATIC HYPOTENSION,VASCULAR DISORDERS,N,1,N_and_N_pct,169,18
Placebo,ORTHOSTATIC HYPOTENSION,VASCULAR DISORDERS,N_tot,2,AEs,169,18
Placebo,ORTHOSTATIC HYPOTENSION,VASCULAR DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,169,18
Placebo,PAIN IN EXTREMITY,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,1,N_and_N_pct,161,8
Placebo,PAIN IN EXTREMITY,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,1,AEs,161,8
Placebo,PAIN IN EXTREMITY,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,161,8
Placebo,PARKINSON'S DISEASE,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,136,13
Placebo,PARKINSON'S DISEASE,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,136,13
Placebo,PARKINSON'S DISEASE,NERVOUS SYSTEM DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,136,13
Placebo,PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,N,1,N_and_N_pct,212,17
Placebo,PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,N_tot,2,AEs,212,17
Placebo,PELVIC PAIN,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,212,17
Placebo,POLLAKIURIA,RENAL AND URINARY DISORDERS,N,1,N_and_N_pct,135,9
Placebo,POLLAKIURIA,RENAL AND URINARY DISORDERS,N_tot,2,AEs,135,9
Placebo,POLLAKIURIA,RENAL AND URINARY DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,135,9
Placebo,POSTNASAL DRIP,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,149,4
Placebo,POSTNASAL DRIP,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,2,AEs,149,4
Placebo,POSTNASAL DRIP,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.011627906976744186,N_and_N_pct,149,4
Placebo,PRURITUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,8,N_and_N_pct,36,3
Placebo,PRURITUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,11,AEs,36,3
Placebo,PRURITUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.09302325581395349,N_and_N_pct,36,3
Placebo,PSYCHOMOTOR HYPERACTIVITY,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,196,13
Placebo,PSYCHOMOTOR HYPERACTIVITY,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,196,13
Placebo,PSYCHOMOTOR HYPERACTIVITY,NERVOUS SYSTEM DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,196,13
Placebo,PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,2,N_and_N_pct,41,2
Placebo,PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,2,AEs,41,2
Placebo,PYREXIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.023255813953488372,N_and_N_pct,41,2
Placebo,RALES,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,185,4
Placebo,RALES,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,2,AEs,185,4
Placebo,RALES,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.011627906976744186,N_and_N_pct,185,4
Placebo,RASH,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,5,N_and_N_pct,43,3
Placebo,RASH,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,9,AEs,43,3
Placebo,RASH,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.05813953488372093,N_and_N_pct,43,3
Placebo,SHOULDER PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,1,N_and_N_pct,66,8
Placebo,SHOULDER PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,2,AEs,66,8
Placebo,SHOULDER PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,66,8
Placebo,SINUS ARRHYTHMIA,CARDIAC DISORDERS,N,1,N_and_N_pct,150,6
Placebo,SINUS ARRHYTHMIA,CARDIAC DISORDERS,N_tot,2,AEs,150,6
Placebo,SINUS ARRHYTHMIA,CARDIAC DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,150,6
Placebo,SINUS BRADYCARDIA,CARDIAC DISORDERS,N,2,N_and_N_pct,115,6
Placebo,SINUS BRADYCARDIA,CARDIAC DISORDERS,N_tot,2,AEs,115,6
Placebo,SINUS BRADYCARDIA,CARDIAC DISORDERS,N_pct,0.023255813953488372,N_and_N_pct,115,6
Placebo,SKIN IRRITATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,3,N_and_N_pct,96,3
Placebo,SKIN IRRITATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,4,AEs,96,3
Placebo,SKIN IRRITATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.03488372093023256,N_and_N_pct,96,3
Placebo,SKIN LACERATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,1,N_and_N_pct,67,16
Placebo,SKIN LACERATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,1,AEs,67,16
Placebo,SKIN LACERATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.011627906976744186,N_and_N_pct,67,16
Placebo,SKIN ULCER,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,240,3
Placebo,SKIN ULCER,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,2,AEs,240,3
Placebo,SKIN ULCER,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,240,3
Placebo,SOMNOLENCE,NERVOUS SYSTEM DISORDERS,N,2,N_and_N_pct,106,13
Placebo,SOMNOLENCE,NERVOUS SYSTEM DISORDERS,N_tot,3,AEs,106,13
Placebo,SOMNOLENCE,NERVOUS SYSTEM DISORDERS,N_pct,0.023255813953488372,N_and_N_pct,106,13
Placebo,SUPRAVENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N,1,N_and_N_pct,188,6
Placebo,SUPRAVENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N_tot,2,AEs,188,6
Placebo,SUPRAVENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,188,6
Placebo,TACHYCARDIA,CARDIAC DISORDERS,N,1,N_and_N_pct,113,6
Placebo,TACHYCARDIA,CARDIAC DISORDERS,N_tot,2,AEs,113,6
Placebo,TACHYCARDIA,CARDIAC DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,113,6
Placebo,UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N,6,N_and_N_pct,28,7
Placebo,UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_tot,12,AEs,28,7
Placebo,UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_pct,0.06976744186046512,N_and_N_pct,28,7
Placebo,URINARY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N,2,N_and_N_pct,42,7
Placebo,URINARY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_tot,4,AEs,42,7
Placebo,URINARY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_pct,0.023255813953488372,N_and_N_pct,42,7
Placebo,VAGINAL MYCOSIS,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,213,7
Placebo,VAGINAL MYCOSIS,INFECTIONS AND INFESTATIONS,N_tot,2,AEs,213,7
Placebo,VAGINAL MYCOSIS,INFECTIONS AND INFESTATIONS,N_pct,0.011627906976744186,N_and_N_pct,213,7
Placebo,VENTRICULAR HYPERTROPHY,CARDIAC DISORDERS,N,1,N_and_N_pct,141,6
Placebo,VENTRICULAR HYPERTROPHY,CARDIAC DISORDERS,N_tot,1,AEs,141,6
Placebo,VENTRICULAR HYPERTROPHY,CARDIAC DISORDERS,N_pct,0.011627906976744186,N_and_N_pct,141,6
Placebo,VOMITING,GASTROINTESTINAL DISORDERS,N,3,N_and_N_pct,54,5
Placebo,VOMITING,GASTROINTESTINAL DISORDERS,N_tot,3,AEs,54,5
Placebo,VOMITING,GASTROINTESTINAL DISORDERS,N_pct,0.03488372093023256,N_and_N_pct,54,5
Xanomeline High Dose,ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,N,1,N_and_N_pct,126,5
Xanomeline High Dose,ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,N_tot,1,AEs,126,5
Xanomeline High Dose,ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,126,5
Xanomeline High Dose,ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,N,1,N_and_N_pct,142,5
Xanomeline High Dose,ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,N_tot,2,AEs,142,5
Xanomeline High Dose,ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,142,5
Xanomeline High Dose,ACROCHORDON EXCISION,SURGICAL AND MEDICAL PROCEDURES,N,1,N_and_N_pct,162,15
Xanomeline High Dose,ACROCHORDON EXCISION,SURGICAL AND MEDICAL PROCEDURES,N_tot,1,AEs,162,15
Xanomeline High Dose,ACROCHORDON EXCISION,SURGICAL AND MEDICAL PROCEDURES,N_pct,0.013888888888888888,N_and_N_pct,162,15
Xanomeline High Dose,ACTINIC KERATOSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,44,3
Xanomeline High Dose,ACTINIC KERATOSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,1,AEs,44,3
Xanomeline High Dose,ACTINIC KERATOSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,44,3
Xanomeline High Dose,ALCOHOL USE,SOCIAL CIRCUMSTANCES,N,1,N_and_N_pct,154,24
Xanomeline High Dose,ALCOHOL USE,SOCIAL CIRCUMSTANCES,N_tot,1,AEs,154,24
Xanomeline High Dose,ALCOHOL USE,SOCIAL CIRCUMSTANCES,N_pct,0.013888888888888888,N_and_N_pct,154,24
Xanomeline High Dose,ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,173,4
Xanomeline High Dose,ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,1,AEs,173,4
Xanomeline High Dose,ALLERGIC GRANULOMATOUS ANGIITIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.013888888888888888,N_and_N_pct,173,4
Xanomeline High Dose,AMNESIA,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,243,13
Xanomeline High Dose,AMNESIA,NERVOUS SYSTEM DISORDERS,N_tot,2,AEs,243,13
Xanomeline High Dose,AMNESIA,NERVOUS SYSTEM DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,243,13
Xanomeline High Dose,APPLICATION SITE DERMATITIS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,7,N_and_N_pct,7,2
Xanomeline High Dose,APPLICATION SITE DERMATITIS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,12,AEs,7,2
Xanomeline High Dose,APPLICATION SITE DERMATITIS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.09722222222222222,N_and_N_pct,7,2
Xanomeline High Dose,APPLICATION SITE DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,16,2
Xanomeline High Dose,APPLICATION SITE DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,16,2
Xanomeline High Dose,APPLICATION SITE DISCHARGE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.013888888888888888,N_and_N_pct,16,2
Xanomeline High Dose,APPLICATION SITE ERYTHEMA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,14,N_and_N_pct,2,2
Xanomeline High Dose,APPLICATION SITE ERYTHEMA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,22,AEs,2,2
Xanomeline High Dose,APPLICATION SITE ERYTHEMA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.19444444444444445,N_and_N_pct,2,2
Xanomeline High Dose,APPLICATION SITE IRRITATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,9,N_and_N_pct,6,2
Xanomeline High Dose,APPLICATION SITE IRRITATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,16,AEs,6,2
Xanomeline High Dose,APPLICATION SITE IRRITATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.125,N_and_N_pct,6,2
Xanomeline High Dose,APPLICATION SITE PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,2,N_and_N_pct,8,2
Xanomeline High Dose,APPLICATION SITE PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,2,AEs,8,2
Xanomeline High Dose,APPLICATION SITE PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.027777777777777776,N_and_N_pct,8,2
Xanomeline High Dose,APPLICATION SITE PERSPIRATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,2,N_and_N_pct,11,2
Xanomeline High Dose,APPLICATION SITE PERSPIRATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,3,AEs,11,2
Xanomeline High Dose,APPLICATION SITE PERSPIRATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.027777777777777776,N_and_N_pct,11,2
Xanomeline High Dose,APPLICATION SITE PRURITUS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,21,N_and_N_pct,3,2
Xanomeline High Dose,APPLICATION SITE PRURITUS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,34,AEs,3,2
Xanomeline High Dose,APPLICATION SITE PRURITUS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.2916666666666667,N_and_N_pct,3,2
Xanomeline High Dose,APPLICATION SITE REACTION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,21,2
Xanomeline High Dose,APPLICATION SITE REACTION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,21,2
Xanomeline High Dose,APPLICATION SITE REACTION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.013888888888888888,N_and_N_pct,21,2
Xanomeline High Dose,APPLICATION SITE SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,2,N_and_N_pct,13,2
Xanomeline High Dose,APPLICATION SITE SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,3,AEs,13,2
Xanomeline High Dose,APPLICATION SITE SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.027777777777777776,N_and_N_pct,13,2
Xanomeline High Dose,APPLICATION SITE URTICARIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,9,2
Xanomeline High Dose,APPLICATION SITE URTICARIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,9,2
Xanomeline High Dose,APPLICATION SITE URTICARIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.013888888888888888,N_and_N_pct,9,2
Xanomeline High Dose,APPLICATION SITE VESICLES,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,5,N_and_N_pct,5,2
Xanomeline High Dose,APPLICATION SITE VESICLES,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,5,AEs,5,2
Xanomeline High Dose,APPLICATION SITE VESICLES,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.06944444444444445,N_and_N_pct,5,2
Xanomeline High Dose,ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,1,N_and_N_pct,32,8
Xanomeline High Dose,ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,1,AEs,32,8
Xanomeline High Dose,ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,32,8
Xanomeline High Dose,ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,1,N_and_N_pct,109,8
Xanomeline High Dose,ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,1,AEs,109,8
Xanomeline High Dose,ARTHRITIS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,109,8
Xanomeline High Dose,ATRIAL FIBRILLATION,CARDIAC DISORDERS,N,2,N_and_N_pct,129,6
Xanomeline High Dose,ATRIAL FIBRILLATION,CARDIAC DISORDERS,N_tot,3,AEs,129,6
Xanomeline High Dose,ATRIAL FIBRILLATION,CARDIAC DISORDERS,N_pct,0.027777777777777776,N_and_N_pct,129,6
Xanomeline High Dose,ATRIAL FLUTTER,CARDIAC DISORDERS,N,1,N_and_N_pct,130,6
Xanomeline High Dose,ATRIAL FLUTTER,CARDIAC DISORDERS,N_tot,2,AEs,130,6
Xanomeline High Dose,ATRIAL FLUTTER,CARDIAC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,130,6
Xanomeline High Dose,ATRIOVENTRICULAR BLOCK SECOND DEGREE,CARDIAC DISORDERS,N,1,N_and_N_pct,24,6
Xanomeline High Dose,ATRIOVENTRICULAR BLOCK SECOND DEGREE,CARDIAC DISORDERS,N_tot,2,AEs,24,6
Xanomeline High Dose,ATRIOVENTRICULAR BLOCK SECOND DEGREE,CARDIAC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,24,6
Xanomeline High Dose,BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,3,N_and_N_pct,91,8
Xanomeline High Dose,BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,4,AEs,91,8
Xanomeline High Dose,BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.041666666666666664,N_and_N_pct,91,8
Xanomeline High Dose,BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,N,1,N_and_N_pct,100,17
Xanomeline High Dose,BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,N_tot,1,AEs,100,17
Xanomeline High Dose,BENIGN PROSTATIC HYPERPLASIA,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,100,17
Xanomeline High Dose,BIOPSY,INVESTIGATIONS,N,1,N_and_N_pct,174,14
Xanomeline High Dose,BIOPSY,INVESTIGATIONS,N_tot,1,AEs,174,14
Xanomeline High Dose,BIOPSY,INVESTIGATIONS,N_pct,0.013888888888888888,N_and_N_pct,174,14
Xanomeline High Dose,BIOPSY PROSTATE,INVESTIGATIONS,N,1,N_and_N_pct,101,14
Xanomeline High Dose,BIOPSY PROSTATE,INVESTIGATIONS,N_tot,1,AEs,101,14
Xanomeline High Dose,BIOPSY PROSTATE,INVESTIGATIONS,N_pct,0.013888888888888888,N_and_N_pct,101,14
Xanomeline High Dose,BLISTER,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,12,3
Xanomeline High Dose,BLISTER,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,2,AEs,12,3
Xanomeline High Dose,BLISTER,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,12,3
Xanomeline High Dose,BLOOD CHOLESTEROL INCREASED,INVESTIGATIONS,N,1,N_and_N_pct,226,14
Xanomeline High Dose,BLOOD CHOLESTEROL INCREASED,INVESTIGATIONS,N_tot,1,AEs,226,14
Xanomeline High Dose,BLOOD CHOLESTEROL INCREASED,INVESTIGATIONS,N_pct,0.013888888888888888,N_and_N_pct,226,14
Xanomeline High Dose,BLOOD GLUCOSE INCREASED,INVESTIGATIONS,N,1,N_and_N_pct,127,14
Xanomeline High Dose,BLOOD GLUCOSE INCREASED,INVESTIGATIONS,N_tot,2,AEs,127,14
